## window/bin size 1000000 bp
## assemblyID	chromID	featureID	chromStartPosition	teCount	totalTELenPerWindow	percentWindow
SODLb	chr7	PIF_Harbinger_TIR_transposon	9000000.0	36	10036	1.0036
SODLb	chr7	PIF_Harbinger_TIR_transposon	10000000.0	44	15394	1.5393999999999999
SODLb	chr7	PIF_Harbinger_TIR_transposon	11000000.0	35	10709	1.0709
SODLb	chr7	PIF_Harbinger_TIR_transposon	12000000.0	27	8187	0.8187
SODLb	chr7	PIF_Harbinger_TIR_transposon	13000000.0	44	12047	1.2047
SODLb	chr7	PIF_Harbinger_TIR_transposon	14000000.0	23	7148	0.7148
SODLb	chr7	PIF_Harbinger_TIR_transposon	15000000.0	33	10398	1.0397999999999998
SODLb	chr7	PIF_Harbinger_TIR_transposon	16000000.0	42	12203	1.2203
SODLb	chr7	PIF_Harbinger_TIR_transposon	17000000.0	41	11830	1.183
SODLb	chr7	PIF_Harbinger_TIR_transposon	18000000.0	53	15994	1.5994000000000002
SODLb	chr7	PIF_Harbinger_TIR_transposon	19000000.0	39	12160	1.216
SODLb	chr7	PIF_Harbinger_TIR_transposon	20000000.0	46	14598	1.4598
SODLb	chr7	PIF_Harbinger_TIR_transposon	21000000.0	34	10459	1.0459
SODLb	chr7	PIF_Harbinger_TIR_transposon	22000000.0	49	13139	1.3139
SODLb	chr7	PIF_Harbinger_TIR_transposon	23000000.0	36	10562	1.0562
SODLb	chr7	PIF_Harbinger_TIR_transposon	24000000.0	31	10068	1.0068000000000001
SODLb	chr7	PIF_Harbinger_TIR_transposon	25000000.0	41	10886	1.0886
SODLb	chr7	PIF_Harbinger_TIR_transposon	26000000.0	40	12096	1.2096
SODLb	chr7	PIF_Harbinger_TIR_transposon	27000000.0	30	8094	0.8094
SODLb	chr7	PIF_Harbinger_TIR_transposon	28000000.0	45	14174	1.4174
SODLb	chr7	PIF_Harbinger_TIR_transposon	29000000.0	32	9202	0.9202
SODLb	chr7	PIF_Harbinger_TIR_transposon	30000000.0	38	11244	1.1244
SODLb	chr7	PIF_Harbinger_TIR_transposon	31000000.0	39	12092	1.2092
SODLb	chr7	PIF_Harbinger_TIR_transposon	32000000.0	46	13616	1.3616
SODLb	chr7	PIF_Harbinger_TIR_transposon	33000000.0	37	10795	1.0795000000000001
SODLb	chr7	PIF_Harbinger_TIR_transposon	34000000.0	41	12040	1.204
SODLb	chr7	PIF_Harbinger_TIR_transposon	35000000.0	47	58821	5.882099999999999
SODLb	chr7	PIF_Harbinger_TIR_transposon	36000000.0	155	361103	36.1103
SODLb	chr7	PIF_Harbinger_TIR_transposon	37000000.0	105	248016	24.801599999999997
SODLb	chr7	PIF_Harbinger_TIR_transposon	38000000.0	96	159570	15.956999999999999
SODLb	chr7	PIF_Harbinger_TIR_transposon	39000000.0	143	247624	24.7624
SODLb	chr7	PIF_Harbinger_TIR_transposon	40000000.0	85	90720	9.072
SODLb	chr7	PIF_Harbinger_TIR_transposon	41000000.0	42	12790	1.279
SODLb	chr7	PIF_Harbinger_TIR_transposon	42000000.0	52	18078	1.8078
SODLb	chr7	PIF_Harbinger_TIR_transposon	43000000.0	32	9580	0.958
SODLb	chr7	PIF_Harbinger_TIR_transposon	44000000.0	38	11046	1.1046
SODLb	chr7	PIF_Harbinger_TIR_transposon	45000000.0	34	9113	0.9113
SODLb	chr7	PIF_Harbinger_TIR_transposon	46000000.0	45	14350	1.435
SODLb	chr7	PIF_Harbinger_TIR_transposon	47000000.0	35	10756	1.0756
SODLb	chr7	PIF_Harbinger_TIR_transposon	48000000.0	53	15200	1.52
SODLb	chr7	PIF_Harbinger_TIR_transposon	49000000.0	35	10153	1.0153
SODLb	chr7	PIF_Harbinger_TIR_transposon	50000000.0	53	14239	1.4239
SODLb	chr7	PIF_Harbinger_TIR_transposon	51000000.0	40	14421	1.4421
SODLb	chr7	PIF_Harbinger_TIR_transposon	52000000.0	44	13447	1.3447
SODLb	chr7	PIF_Harbinger_TIR_transposon	53000000.0	35	9343	0.9343
SODLb	chr7	PIF_Harbinger_TIR_transposon	54000000.0	57	15783	1.5782999999999998
SODLb	chr7	PIF_Harbinger_TIR_transposon	55000000.0	42	12242	1.2242
SODLb	chr7	PIF_Harbinger_TIR_transposon	56000000.0	44	12493	1.2493
SODLb	chr7	PIF_Harbinger_TIR_transposon	57000000.0	32	8889	0.8888999999999999
SODLb	chr7	PIF_Harbinger_TIR_transposon	58000000.0	29	8689	0.8689
SODLb	chr7	PIF_Harbinger_TIR_transposon	59000000.0	23	6434	0.6434
SODLb	chr7	PIF_Harbinger_TIR_transposon	60000000.0	36	10561	1.0560999999999998
SODLb	chr7	PIF_Harbinger_TIR_transposon	61000000.0	30	8248	0.8248
SODLb	chr7	PIF_Harbinger_TIR_transposon	62000000.0	27	7342	0.7342
SODLb	chr7	PIF_Harbinger_TIR_transposon	63000000.0	39	11338	1.1338000000000001
SODLb	chr7	PIF_Harbinger_TIR_transposon	64000000.0	43	12716	1.2716
SODLb	chr7	PIF_Harbinger_TIR_transposon	65000000.0	56	16423	1.6423
SODLb	chr7	PIF_Harbinger_TIR_transposon	66000000.0	65	18058	1.8058
SODLb	chr7	PIF_Harbinger_TIR_transposon	67000000.0	55	15678	1.5678
SODLb	chr7	PIF_Harbinger_TIR_transposon	68000000.0	89	23006	2.3005999999999998
SODLb	chr7	PIF_Harbinger_TIR_transposon	69000000.0	85	24652	2.4652
SODLb	chr7	PIF_Harbinger_TIR_transposon	70000000.0	29	8376	1.1641498551067067
